Month of Order Date,Year of Order Date,2 in one,Profit,Sales
January,2017,7.71,3.4695,7.71
January,2017,40.3,10.881,40.3
January,2017,34.58,14.5236,34.58
June,2014,32.76,3.6855,32.76
August,2015,544.008,40.8006,544.008
August,2015,59.94,28.1718,59.94
August,2015,23.92,11.7208,23.92
August,2015,4.28,1.926,4.28
October,2015,32.07,-22.449,32.07
October,2015,24,-2.7,24
October,2015,35.49,-15.6156,35.49
October,2015,47.984,0.599800000,47.984
May,2015,186.69,87.7443,186.69
March,2017,17.456,5.8914,17.456
December,2015,348.928,34.8928,348.928
June,2015,143.96,69.1008,143.96
June,2015,15.42,4.1634,15.42
June,2015,43.04,21.0896,43.04
June,2015,332.94,79.9056,332.94
May,2016,1363.96,85.2475,1363.96
September,2014,9.96,4.5816,9.96
September,2014,21.72,10.6428,21.72
September,2017,20.16,9.8784,20.16
December,2015,132.79,63.7392,132.79
December,2015,12.96,6.2208,12.96
December,2015,21.56,10.3488,21.56
November,2015,283.92,17.745,283.92
February,2017,22.23,7.3359,22.23
February,2017,215.968,18.8972,215.968
August,2016,355.32,99.4896,355.32
March,2016,12.96,6.2208,12.96
April,2017,18.28,6.2152,18.28
November,2014,43.176,4.3176,43.176
November,2014,1983.968,247.996,1983.968
February,2015,28.4,11.076,28.4
February,2015,149.97,50.9898,149.97
October,2014,11.52,3.2256,11.52
October,2014,1298.55,311.652,1298.55
October,2014,213.92,62.0368,213.92
October,2014,25.78,2.578,25.78
May,2017,18.28,6.2152,18.28
May,2017,1399.93,601.9699,1399.93
March,2015,51.84,24.8832,51.84
September,2016,5.344,1.8704,5.344
June,2014,41.472,14.5152,41.472
June,2014,3.168,-2.4288,3.168
June,2014,1228.465,0,1228.465
June,2014,31.086,-22.7964,31.086
June,2014,335.52,117.432,335.52
June,2017,239.97,71.991,239.97
June,2017,9.82,4.8118,9.82
May,2014,67.8,4.068,67.8
May,2014,167.97,40.3128,167.97
August,2017,35,16.8,35
August,2017,37.24,10.7996,37.24
August,2017,15.28,7.4872,15.28
June,2017,301.96,90.588,301.96
June,2017,180.66,50.5848,180.66
June,2017,191.98,51.8346,191.98
June,2017,65.99,17.1574,65.99
July,2016,35.216,2.6412,35.216
July,2016,23.696,6.5164,23.696
July,2016,265.475,-111.4995,265.475
September,2014,51.184,-79.3352,51.184
November,2017,9.664,3.2616,9.664
March,2016,21.072,1.5804,21.072
November,2015,60.45,16.3215,60.45
November,2015,11.52,3.3408,11.52
November,2015,186.048,9.302400000,186.048
November,2016,37.44,11.7,37.44
November,2016,26.976,8.7672,26.976
November,2016,11.36,3.2944,11.36
November,2016,14.62,6.8714,14.62
October,2015,83.72,23.4416,83.72
October,2015,287.94,77.7438,287.94
January,2017,48.896,8.5568,48.896
February,2014,115.36,49.6048,115.36
June,2016,5.16,1.3416,5.16
June,2016,38.88,18.6624,38.88
May,2016,185.88,50.1876,185.88
February,2016,44.46,14.6718,44.46
February,2016,242.94,9.717600000,242.94
August,2014,39.96,18.7812,39.96
August,2014,102.3,26.598,102.3
August,2014,21.36,5.7672,21.36
April,2017,7.61,3.5767,7.61
April,2017,7.16,3.58,7.16
June,2014,7.36,0.1472,7.36
June,2014,23.1,10.626,23.1
January,2016,191.472,40.6878,191.472
January,2016,5.248,0.590400000,5.248
January,2016,59.184,5.1786,59.184
January,2014,2.89,1.3583,2.89
January,2014,51.94,21.2954,51.94
September,2016,15.936,5.1792,15.936
April,2014,44.91,-35.928,44.91
September,2016,1141.47,-760.98,1141.47
September,2016,280.782,-46.797,280.782
October,2015,34.44,17.22,34.44
December,2014,11.36,5.2256,11.36
December,2014,106.344,37.2204,106.344
August,2017,192.16,67.256,192.16
January,2016,322.59,64.518,322.59
January,2016,29.99,13.1956,29.99
January,2016,371.97,66.9546,371.97
September,2014,5.892,-4.1244,5.892
November,2017,68.472,23.1093,68.472
November,2017,1242.9,262.39,1242.9
October,2015,30.84,8.3268,30.84
December,2017,13.48,5.9312,13.48
October,2016,31.4,10.048,31.4
April,2014,17.46,5.9364,17.46
April,2015,13.944,4.5318,13.944
June,2017,83.76,1.6752,83.76
October,2017,37.66,18.4534,37.66
December,2014,34.68,16.9932,34.68
June,2017,149.95,14.995,149.95
June,2017,51.312,18.6006,51.312
June,2017,4.54,2.043,4.54
June,2017,15.92,5.4128,15.92
June,2017,543.92,135.98,543.92
November,2016,155.82,42.0714,155.82
November,2016,70.008,24.5028,70.008
October,2016,15.648,5.0856,15.648
September,2014,103.6,51.8,103.6
October,2017,46.96,22.5408,46.96
April,2016,8.904,-6.5296,8.904
November,2017,10.44,3.393,10.44
November,2017,18.336,-32.088,18.336
September,2017,323.976,20.2485,323.976
April,2016,20.04,9.6192,20.04
April,2016,64.96,2.5984,64.96
April,2016,12.96,6.2208,12.96
December,2017,323.136,12.1176,323.136
December,2017,90.93,2.7279,90.93
December,2017,52.776,19.791,52.776
September,2017,1199.8,323.946,1199.8
September,2017,1928.78,829.3754,1928.78
September,2017,352.38,81.0474,352.38
May,2015,22.2,9.102,22.2
November,2017,46.94,19.2454,46.94
November,2017,143.73,56.0547,143.73
June,2014,99.918,-18.5562,99.918
June,2014,797.944,-56.996,797.944
June,2014,8.568,-14.5656,8.568
March,2016,149.352,50.4063,149.352
March,2016,12.992,-0.812,12.992
December,2014,24.56,6.8768,24.56
April,2015,85.14,34.9074,85.14
April,2015,21.99,10.5552,21.99
April,2015,406.6,113.848,406.6
September,2016,841.568,294.5488,841.568
September,2014,15.552,5.4432,15.552
September,2014,252,53.55,252
October,2015,46.2,12.936,46.2
October,2015,28.84,9.5172,28.84
April,2017,14.592,2.5536,14.592
April,2017,89.856,21.3408,89.856
April,2017,13.872,5.0286,13.872
September,2017,12.192,4.1148,12.192
June,2016,45.056,15.2064,45.056
June,2016,29.718,-21.7932,29.718
June,2016,15.552,5.4432,15.552
June,2016,447.696,33.5772,447.696
November,2017,159.99,54.3966,159.99
December,2015,12.96,6.2208,12.96
December,2015,134.48,34.9648,134.48
June,2016,17.12,8.0464,17.12
December,2016,6.096,2.2098,6.096
December,2016,1114.272,41.7852,1114.272
May,2015,32.4,15.552,32.4
May,2015,540.57,140.5482,540.57
May,2015,167.76,62.91,167.76
July,2015,393.165,-204.4458,393.165
November,2017,516.488,-12.9122,516.488
November,2017,1007.232,75.5424,1007.232
November,2017,2065.32,-619.596,2065.32
November,2017,15.552,5.4432,15.552
November,2017,25.344,7.92,25.344
April,2017,25.472,7.6416,25.472
December,2017,27.168,2.7168,27.168
December,2017,78.8528,-11.596,78.8528
November,2017,173.8,43.45,173.8
May,2017,29.592,2.5893,29.592
May,2017,4.752,-3.168,4.752
May,2017,15.552,5.6376,15.552
September,2015,204.6,53.196,204.6
November,2017,321.568,28.1372,321.568
November,2015,6.24,3.0576,6.24
September,2016,21.88,10.94,21.88
September,2014,4.608,1.6704,4.608
April,2017,9.82,4.8118,9.82
April,2017,35.97,9.7119,35.97
April,2017,12.96,6.2208,12.96
April,2017,191.6,91.968,191.6
April,2017,8.64,4.2336,8.64
April,2017,501.81,0,501.81
January,2014,127.104,28.5984,127.104
January,2014,124.2,-31.05,124.2
January,2014,18.588,-13.6312,18.588
January,2014,30.072,10.1493,30.072
October,2017,160.93,3.218600000,160.93
October,2017,75.792,25.5798,75.792
July,2017,1.08,-0.792,1.08
January,2017,3059.982,679.996,3059.982
May,2016,3.282,-2.6256,3.282
December,2015,34.02,16.6698,34.02
October,2016,599.292,93.2232,599.292
November,2014,3.392,0.8056,3.392
November,2014,559.984,55.9984,559.984
November,2014,603.92,75.490000000,603.92
September,2017,7.968,2.5896,7.968
September,2017,27.968,9.4392,27.968
September,2017,336.51,44.868,336.51
March,2015,1.112,-1.8904,1.112
May,2017,520.05,72.807,520.05
May,2017,17.97,5.2113,17.97
March,2015,1166.92,131.2785,1166.92
September,2016,14.624,5.484,14.624
August,2016,10.23,4.9104,10.23
August,2016,154.9,69.705,154.9
May,2014,2715.93,1276.4871,2715.93
May,2014,617.97,173.0316,617.97
October,2015,10.67,4.9082,10.67
October,2015,36.63,9.8901,36.63
October,2015,24.1,9.158,24.1
October,2015,33.11,12.9129,33.11
November,2016,341.96,54.7136,341.96
December,2017,411.8,70.006,411.8
August,2015,212.94,34.0704,212.94
October,2016,41.85,10.881,41.85
October,2016,67,32.16,67
December,2017,1586.69,412.5394,1586.69
May,2014,34.79,10.7849,34.79
December,2014,2807.84,673.8816,2807.84
August,2017,183.372,-36.6744,183.372
September,2017,520.464,-14.8704,520.464
November,2017,191.058,-46.3998,191.058
May,2014,127.869,-9.133500000,127.869
June,2017,307.314,-39.5118,307.314
September,2014,493.43,-70.49,493.43
December,2014,763.28,-21.808,763.28
May,2017,899.43,-12.849000000,899.43
October,2017,517.405,-81.3065,517.405
November,2014,424.116,-30.294,424.116
August,2016,156.3728,-52.8908,156.3728
June,2017,409.9992,-96.4704,409.9992
March,2016,241.332,-14.196,241.332
November,2014,292.1,-175.26,292.1
April,2017,1.988,-1.4413,1.988
November,2014,8.544,-7.476,8.544
September,2015,24.288,-12.7512,24.288
May,2016,22.608,-10.1736,22.608
October,2017,10.476,-6.8094,10.476
October,2016,14,-6.3,14
June,2014,61.544,-40.0036,61.544
June,2015,75.384,-20.7306,75.384
October,2016,120.98,12.098,120.98
July,2017,102.3,26.598,102.3
September,2014,70.71,4.949700000,70.71
December,2014,9.82,3.2406,9.82
December,2017,41.96,10.9096,41.96
August,2015,6.16,2.9568,6.16
December,2014,45.84,15.5856,45.84
December,2016,113.79,20.4822,113.79
August,2015,47.04,18.3456,47.04
May,2016,173.24,17.324,173.24
March,2016,354.9,88.725,354.9
September,2014,254.9,76.47,254.9
February,2016,10.56,4.6464,10.56
April,2017,908.82,227.205,908.82
October,2014,1628.82,260.6112,1628.82
July,2014,63.882,10.647,63.882
June,2015,117.882,1.3098,117.882
November,2016,408.006,72.5344,408.006
September,2014,631.782,140.396,631.782
October,2014,589.41,-6.549000000,589.41
March,2017,257.568,-28.9764,257.568
September,2014,801.568,-10.019600000,801.568
November,2017,183.968,-25.2956,183.968
February,2017,147.568,-3.689200000,147.568
May,2016,51.968,10.3936,51.968
December,2017,310.88,23.316,310.88
September,2016,5.352,1.6056,5.352
April,2017,60.312,5.2773,60.312
September,2017,22.512,2.2512,22.512
December,2017,79.12,13.846,79.12
December,2017,87.92,15.386,87.92
July,2015,25.344,3.4848,25.344
December,2015,262.864,69.0018,262.864
July,2015,289.8,36.225,289.8
September,2017,127.936,4.7976,127.936
November,2017,24.048,7.2144,24.048
December,2016,170.786,0,170.786
September,2016,99.372,-7.098000000,99.372
October,2014,183.372,-7.8588,183.372
September,2017,113.372,-29.1528,113.372
February,2016,550.431,-47.1798,550.431
November,2017,1079.316,-15.418800000,1079.316
July,2015,341.488,-73.176,341.488
October,2014,409.59,-122.877,409.59
August,2015,382.806,-153.1224,382.806
July,2017,87.21,-45.3492,87.21
July,2016,177.45,-78.078,177.45
May,2017,241.96,33.8744,241.96
December,2017,701.96,168.4704,701.96
April,2014,8.96,2.7776,8.96
November,2016,273.96,71.2296,273.96
February,2017,359.97,79.1934,359.97
December,2016,191.82,74.8098,191.82
May,2017,8.01,3.0438,8.01
October,2016,39.92,11.1776,39.92
October,2017,1504.52,346.0396,1504.52
April,2016,354.9,88.725,354.9
November,2016,756.8,75.68,756.8
April,2015,1196.86,119.686,1196.86
December,2016,1056.86,158.529,1056.86
April,2015,523.26,125.5824,523.26
November,2015,18.176,4.7712,18.176
September,2014,31.984,1.999,31.984
November,2015,335.744,25.1808,335.744
May,2017,314.352,-15.7176,314.352
December,2017,19.104,5.7312,19.104
December,2017,21,5.775,21
November,2017,88.92,14.4495,88.92
May,2016,370.62,-142.071,370.62
September,2017,51.75,15.525,51.75
March,2015,141.96,39.7488,141.96
October,2017,199.98,37.9962,199.98
December,2017,128.9,15.468,128.9
September,2017,8.36,3.0096,8.36
October,2017,9.46,3.6894,9.46
September,2017,25.16,10.5672,25.16
November,2017,139.92,23.7864,139.92
November,2014,10.11,3.2352,10.11
July,2014,43.02,15.4872,43.02
April,2017,162.6,34.146,162.6
August,2017,54.92,19.7712,54.92
August,2017,129.92,10.3936,129.92
November,2014,151.72,27.3096,151.72
May,2017,35,14.7,35
September,2017,80.96,34.8128,80.96
July,2016,25.4,8.636,25.4
December,2016,111.9,51.474,111.9
July,2017,36.96,11.4576,36.96
November,2016,38.29,16.4647,38.29
June,2016,239.666,14.098,239.666
January,2014,290.666,3.419600000,290.666
July,2016,1279.165,225.735,1279.165
September,2017,72.784,0,72.784
March,2014,48.712,5.4801,48.712
October,2015,11.032,3.0338,11.032
August,2017,210.008,2.625100000,210.008
November,2014,381.44,23.84,381.44
November,2016,217.584,-29.9178,217.584
October,2014,433.568,-65.0352,433.568
June,2016,161.568,-8.078400000,161.568
October,2017,97.568,-6.098,97.568
December,2014,51.968,10.3936,51.968
December,2014,242.352,-42.4116,242.352
April,2016,194.352,-36.441,194.352
April,2017,11.664,3.3534,11.664
June,2016,266.352,-13.3176,266.352
May,2016,298.776,7.469400000,298.776
August,2017,568.728,28.436400000,568.728
October,2016,194.848,12.178,194.848
October,2017,108.608,9.503200000,108.608
June,2016,483.136,54.352800000,483.136
November,2014,603.92,-67.941,603.92
January,2015,2803.92,0,2803.92
June,2017,1212.96,90.972,1212.96
October,2017,614.272,-23.035200000,614.272
May,2017,89.991,-152.9847,89.991
January,2014,181.47,-320.597,181.47
December,2015,142.36,38.4372,142.36
October,2015,17.14,6.1704,17.14
October,2017,248.98,54.7756,248.98
December,2015,302.94,48.4704,302.94
December,2015,212.13,14.8491,212.13
December,2016,1424.9,356.225,1424.9
September,2017,135.3,37.884,135.3
September,2017,498.26,134.5302,498.26
December,2015,546.66,136.665,546.66
December,2017,520.464,-14.8704,520.464
October,2017,251.006,-68.1302,251.006
October,2015,2453.43,-350.49,2453.43
May,2016,388.43,-88.784,388.43
December,2017,77.72,-66.062,77.72
October,2017,16.192,-8.5008,16.192
August,2015,20.104,-16.5858,20.104
December,2017,56.328,-26.7558,56.328
December,2015,6.688,-4.0128,6.688
August,2015,7.88,-3.94,7.88
February,2014,25.16,-11.322,25.16
December,2017,266.352,-292.9872,266.352
October,2015,131.376,-95.2476,131.376
November,2015,17.496,-7.4358,17.496
May,2014,27.46,9.8856,27.46
May,2017,18.84,6.0288,18.84
June,2016,61.12,20.7808,61.12
March,2016,971.5,252.59,971.5
September,2015,102.582,6.8388,102.582
March,2015,383.607,63.9345,383.607
June,2016,136.784,5.1294,136.784
May,2016,79.384,29.769,79.384
March,2017,51.264,7.689600000,51.264
December,2015,70.686,-24.2352,70.686
January,2016,181.797,-15.5826,181.797
October,2017,673.344,-76.9536,673.344
September,2015,27.414,-14.1639,27.414
June,2017,1044.63,-295.9785,1044.63
July,2015,1090.782,-290.8752,1090.782
September,2014,464.292,-108.3348,464.292
November,2014,149.9,40.473,149.9
July,2017,239.24,23.924,239.24
October,2016,63.968,0,63.968
October,2016,47.952,13.7862,47.952
October,2016,165.048,41.262,165.048
October,2017,43.936,6.0412,43.936
July,2014,129.888,12.9888,129.888
March,2014,1125.488,98.480200000,1125.488
August,2015,31.56,10.4148,31.56
September,2016,24.27,8.7372,24.27
September,2014,14.19,5.5341,14.19
October,2016,101.94,30.582,101.94
September,2017,32.36,11.6496,32.36
September,2017,199.8,71.928,199.8
October,2015,425.833,20.0392,425.833
August,2015,144.784,10.8588,144.784
September,2016,146.04,-12.7785,146.04
September,2017,177.568,8.878400000,177.568
November,2017,71.088,-1.7772,71.088
November,2017,364.08,9.102,364.08
April,2016,933.536,105.0228,933.536
October,2015,323.136,20.196,323.136
December,2016,363.92,-31.843,363.92
March,2016,167.888,14.6902,167.888
December,2016,892.136,111.517,892.136
February,2014,60.89,15.2225,60.89
November,2016,301.96,33.2156,301.96
January,2017,302.67,72.6408,302.67
January,2017,14.91,4.6221,14.91
February,2014,332.94,53.2704,332.94
September,2014,57.69,23.6529,57.69
September,2014,821.88,213.6888,821.88
October,2016,56.686,-14.5764,56.686
May,2015,105.686,-28.6862,105.686
August,2014,421.372,-6.019600000,421.372
May,2014,107.772,-29.2524,107.772
June,2016,85.246,-6.089000000,85.246
December,2016,85.246,-1.2178,85.246
April,2014,401.59,-131.951,401.59
October,2014,258.279,-70.1043,258.279
October,2017,254.058,-32.6646,254.058
September,2015,170.072,-12.148,170.072
December,2016,248.43,-17.745,248.43
May,2015,104.93,-4.497,104.93
January,2017,913.43,-169.637,913.43
April,2014,744.1,-95.67,744.1
September,2016,300.93,-34.392,300.93
May,2015,602.651,-163.5767,602.651
July,2015,383.607,-5.480100000,383.607
May,2017,204.6664,-6.019600000,204.6664
January,2015,1352.3976,-437.5404,1352.3976
June,2014,268.935,-209.7693,268.935
September,2017,765.625,-566.5625,765.625
July,2015,7.76,-2.134,7.76
March,2015,4.712,-1.8848,4.712
April,2016,30.344,-31.8612,30.344
November,2017,15.992,-13.993,15.992
June,2016,32.712,-26.1696,32.712
October,2014,5.312,-1.5936,5.312
June,2017,8.856,-6.8634,8.856
December,2014,23.976,-14.3856,23.976
December,2017,8.752,-3.7196,8.752
November,2017,30.56,-19.864,30.56
June,2017,30.336,-17.4432,30.336
December,2014,8.624,-2.5872,8.624
July,2015,7.38,2.1402,7.38
September,2017,12.07,3.9831,12.07
March,2016,14.98,6.8908,14.98
June,2016,121.96,20.7332,121.96
September,2016,14.76,4.2804,14.76
March,2017,29.78,8.0406,29.78
December,2017,109.48,33.9388,109.48
October,2014,14.76,4.2804,14.76
November,2014,52.96,20.1248,52.96
September,2016,344.94,31.0446,344.94
September,2017,782.94,203.5644,782.94
November,2015,715.2,178.8,715.2
June,2017,276.69,49.8042,276.69
March,2017,71.97,16.5531,71.97
August,2015,14.91,4.6221,14.91
October,2014,17.67,7.7748,17.67
December,2016,751.92,150.384,751.92
September,2014,117.36,36.3816,117.36
March,2016,20.32,6.9088,20.32
October,2014,1604.9,481.47,1604.9
December,2016,111.15,48.906,111.15
May,2017,42.85,15.426,42.85
September,2017,114.9,39.066,114.9
November,2017,135.3,37.884,135.3
November,2017,101.4,38.532,101.4
June,2017,172.764,32.6332,172.764
November,2017,128.124,24.2012,128.124
December,2015,164.646,12.8058,164.646
November,2015,327.564,21.8376,327.564
July,2017,664.146,88.5528,664.146
September,2014,3785.292,420.588,3785.292
December,2015,384.174,29.8802,384.174
July,2015,1931.04,321.84,1931.04
June,2017,400.784,-5.009800000,400.784
December,2014,8.128,1.4224,8.128
March,2017,15.008,1.5008,15.008
August,2016,19.312,3.1382,19.312
January,2017,31.968,6.3936,31.968
September,2016,722.352,90.294000000,722.352
May,2014,149.232,3.7308,149.232
December,2014,182.352,-18.2352,182.352
November,2016,48.576,9.715200000,48.576
September,2014,17.472,5.0232,17.472
July,2017,20.096,3.0144,20.096
June,2017,17.92,2.464,17.92
March,2014,8.32,2.288,8.32
December,2016,303.92,-30.392,303.92
July,2017,91.008,19.3392,91.008
August,2016,244.615,20.967,244.615
October,2014,385.686,-60.6078,385.686
January,2015,181.986,-54.5958,181.986
November,2016,380.058,-21.7176,380.058
January,2017,887.271,-63.3765,887.271
December,2016,366.009,-47.0583,366.009
December,2014,909.72,-51.984000000,909.72
August,2017,4416.174,-630.882,4416.174
October,2015,209.67,-13.978,209.67
July,2017,138.588,-34.647,138.588
November,2017,166.5,-66.6,166.5
August,2016,209.148,-66.2302,209.148
March,2016,301.47,-241.176,301.47
May,2014,349.965,-216.9783,349.965
December,2017,300.98,87.2842,300.98
October,2016,290.98,75.6548,290.98
September,2015,85.98,22.3548,85.98
April,2014,51.96,12.99,51.96
March,2017,292.1,58.42,292.1
August,2017,145.74,23.3184,145.74
September,2016,368.97,81.1734,368.97
December,2017,258.75,77.625,258.75
July,2017,18.84,7.9128,18.84
November,2015,186.54,41.0388,186.54
December,2016,286.38,83.0502,286.38
November,2016,842.94,160.1586,842.94
December,2017,304.45,76.1125,304.45
November,2016,24.1,9.158,24.1
August,2017,15.4,7.392,15.4
January,2014,545.94,87.3504,545.94
December,2015,275.88,46.8996,275.88
